symbol,expiry_date,snapshot_date,futures_price,prev_price,price_chg_pct,open_interest,oi_change,oi_chg_pct,volume_contracts,buildup_type,buildup_strength,company_name,sector,market_cap_tier,is_nifty50,is_banknifty,is_nifty_next50,has_earnings_this_week,earnings_date,days_to_earnings
HCLTECH,2026-06-30,2026-06-01,1199.0,1174.9,2.05,37835000,-2077250,-5.2,14118,Short Covering,Moderate,HCL Technologies,Information Technology,large,True,False,False,False,,
HDFCAMC,2026-06-30,2026-06-01,2622.7,2705.6,-3.06,6531000,-70500,-1.07,2532,Neutral,Weak,HDFC AMC,Financial Services,large,False,False,True,False,,
HDFCBANK,2026-06-30,2026-06-01,735.0,741.0,-0.81,358009850,1197350,0.34,33594,Neutral,Weak,HDFC Bank,Banking,large,True,True,False,False,,
HDFCLIFE,2026-06-30,2026-06-01,588.75,598.8,-1.68,49637500,344300,0.7,3222,Neutral,Weak,HDFC Life,Financial Services,large,True,False,False,False,,
HEROMOTOCO,2026-06-30,2026-06-01,4844.2,4960.5,-2.34,4040550,119100,3.04,5591,Short Buildup,Moderate,Hero MotoCorp,Automobile,large,False,False,False,False,,
HINDALCO,2026-06-30,2026-06-01,1149.7,1140.1,0.84,30907800,227500,0.74,5202,Neutral,Weak,Hindalco Industries,Metals & Mining,large,True,False,False,False,,
HINDUNILVR,2026-06-30,2026-06-01,2079.0,2156.5,-3.59,14847600,315600,2.17,6175,Short Buildup,Moderate,Hindustan Unilever,Consumer Goods,large,True,False,False,False,,
ICICIBANK,2026-06-30,2026-06-01,1248.5,1270.0,-1.69,160185200,-61600,-0.04,10404,Neutral,Weak,ICICI Bank,Banking,large,True,True,False,False,,
ICICIGI,2026-06-30,2026-06-01,1758.4,1814.2,-3.08,4436900,34450,0.78,1694,Neutral,Weak,ICICI Lombard,Financial Services,large,False,False,True,False,,
ICICIPRULI,2026-06-30,2026-06-01,490.95,507.45,-3.25,16983000,351500,2.11,2570,Short Buildup,Moderate,ICICI Prudential Life,Financial Services,large,False,False,False,False,,
IDFCFIRSTB,2026-06-30,2026-06-01,71.77,71.91,-0.19,415000600,6937700,1.7,2994,Neutral,Weak,IDFC First Bank,Banking,mid,False,True,False,False,,
IEX,2026-06-30,2026-06-01,126.02,129.41,-2.62,68021250,-225000,-0.33,1228,Neutral,Weak,Indian Energy Exchange,Financial Services,mid,False,False,True,False,,
INDHOTEL,2026-06-30,2026-06-01,647.35,659.15,-1.79,21179000,-55000,-0.26,2312,Neutral,Weak,Indian Hotels,Consumer Goods,mid,False,False,True,False,,
INDIANB,2026-06-30,2026-06-01,806.15,820.1,-1.7,15269000,102000,0.67,4366,Neutral,Weak,Indian Bank,Banking,mid,False,False,False,False,,
INDIGO,2026-06-30,2026-06-01,4491.0,4453.0,0.85,7127550,-138900,-1.91,15431,Neutral,Weak,IndiGo,Consumer Goods,large,True,False,False,False,,
INDUSINDBK,2026-06-30,2026-06-01,907.2,923.75,-1.79,33164600,553700,1.7,2670,Neutral,Weak,IndusInd Bank,Banking,large,False,True,False,False,,
INDUSTOWER,2026-06-30,2026-06-01,434.5,446.3,-2.64,91896900,642600,0.7,3325,Neutral,Weak,Indus Towers,Telecom,large,False,False,True,False,,
INFY,2026-06-30,2026-06-01,1204.7,1171.0,2.88,85086400,-920000,-1.07,30697,Neutral,Weak,Infosys,Information Technology,large,True,False,False,False,,
IOC,2026-06-30,2026-06-01,139.96,141.94,-1.39,105792375,2301000,2.22,2268,Short Buildup,Moderate,Indian Oil Corporation,Oil & Gas,large,False,False,True,False,,
IREDA,2026-06-30,2026-06-01,119.61,126.63,-5.54,59860950,7072500,13.4,6087,Short Buildup,Strong,IREDA,Financial Services,mid,False,False,False,False,,
IRFC,2026-06-30,2026-06-01,95.44,97.0,-1.61,55959750,1542750,2.84,1076,Short Buildup,Moderate,IRFC,Financial Services,large,False,False,True,False,,
ITC,2026-06-30,2026-06-01,281.45,289.95,-2.93,163152000,1142400,0.71,9851,Neutral,Weak,ITC,Consumer Goods,large,True,False,False,False,,
JINDALSTEL,2026-06-30,2026-06-01,1217.5,1220.2,-0.22,12056875,-241875,-1.97,1693,Neutral,Weak,Jindal Steel & Power,Metals & Mining,mid,False,False,False,False,,
JIOFIN,2026-06-30,2026-06-01,235.54,241.01,-2.27,163889000,-815450,-0.5,5169,Neutral,Weak,Jio Financial Services,Financial Services,large,True,False,False,False,,
JSWENERGY,2026-06-30,2026-06-01,584.25,597.05,-2.14,22684000,-327000,-1.42,2701,Neutral,Weak,JSW Energy,Power,mid,False,False,False,False,,
JSWSTEEL,2026-06-30,2026-06-01,1309.0,1292.9,1.25,42643125,-20925,-0.05,2496,Neutral,Weak,JSW Steel,Metals & Mining,large,True,False,False,False,,
JUBLFOOD,2026-06-30,2026-06-01,423.05,432.6,-2.21,28438750,-330000,-1.15,4013,Neutral,Weak,Jubilant Foodworks,Consumer Goods,mid,False,False,False,False,,
KOTAKBANK,2026-06-30,2026-06-01,380.4,388.25,-2.02,181954000,288000,0.16,4897,Neutral,Weak,Kotak Mahindra Bank,Banking,large,True,True,False,False,,
KPITTECH,2026-06-30,2026-06-01,768.85,770.2,-0.18,7712050,203150,2.71,5026,Neutral,Weak,KPIT Technologies,Information Technology,mid,False,False,False,False,,
LAURUSLABS,2026-06-30,2026-06-01,1395.4,1375.0,1.48,17073950,-442850,-2.53,3204,Short Covering,Moderate,Laurus Labs,Pharmaceuticals,mid,False,False,False,False,,
LICHSGFIN,2026-06-30,2026-06-01,540.35,539.35,0.19,29438000,-235000,-0.79,4004,Neutral,Weak,LIC Housing Finance,Financial Services,mid,False,False,False,False,,
LICI,2026-06-30,2026-06-01,398.35,408.9,-2.58,21882000,662200,3.12,3435,Short Buildup,Moderate,LIC of India,Financial Services,large,False,False,True,False,,
LT,2026-06-30,2026-06-01,4029.4,4111.8,-2.0,13398350,118825,0.89,8453,Neutral,Weak,Larsen & Toubro,Infrastructure,large,True,False,False,False,,
LUPIN,2026-06-30,2026-06-01,2278.6,2282.4,-0.17,6567525,-72250,-1.09,1896,Neutral,Weak,Lupin,Pharmaceuticals,large,False,False,True,False,,
M&M,2026-06-30,2026-06-01,2996.1,3079.3,-2.7,17611800,272600,1.57,15149,Neutral,Weak,Mahindra & Mahindra,Automobile,large,True,False,False,False,,
MANAPPURAM,2026-06-30,2026-06-01,317.85,328.15,-3.14,45309000,-1272000,-2.73,2654,Long Unwinding,Moderate,Manappuram Finance,Financial Services,mid,False,False,False,False,,
MARICO,2026-06-30,2026-06-01,811.35,831.45,-2.42,16200000,26400,0.16,1209,Neutral,Weak,Marico,Consumer Goods,large,False,False,True,False,,
MARUTI,2026-06-30,2026-06-01,13012.0,13273.0,-1.97,3022850,9650,0.32,9308,Neutral,Weak,Maruti Suzuki,Automobile,large,True,False,False,False,,
MAXHEALTH,2026-06-30,2026-06-01,945.35,976.35,-3.18,12713925,-59325,-0.46,2914,Neutral,Weak,Max Healthcare,Healthcare,mid,True,False,True,False,,
MCX,2026-06-30,2026-06-01,2913.7,2984.4,-2.37,12083750,306250,2.6,6059,Short Buildup,Moderate,MCX,Financial Services,mid,False,False,False,False,,
MFSL,2026-06-30,2026-06-01,1636.4,1689.4,-3.14,9888800,20000,0.2,1467,Neutral,Weak,Max Financial Services,Financial Services,mid,False,False,False,False,,
MOTHERSON,2026-06-30,2026-06-01,141.29,144.35,-2.12,151265400,2982750,2.01,5612,Short Buildup,Moderate,Samvardhana Motherson,Automobile,mid,False,False,False,False,,
MPHASIS,2026-06-30,2026-06-01,2321.5,2285.4,1.58,4134075,-105050,-2.48,2889,Short Covering,Moderate,Mphasis,Information Technology,mid,False,False,False,False,,
MUTHOOTFIN,2026-06-30,2026-06-01,3235.8,3252.4,-0.51,3897025,-6325,-0.16,2071,Neutral,Weak,Muthoot Finance,Financial Services,mid,False,False,True,False,,
NATIONALUM,2026-06-30,2026-06-01,438.3,427.35,2.56,43535625,-1595625,-3.54,6918,Short Covering,Moderate,National Aluminium,Metals & Mining,mid,False,False,False,False,,
NAUKRI,2026-06-30,2026-06-01,1009.05,1005.9,0.31,14217000,-355500,-2.44,3592,Neutral,Weak,Info Edge,Information Technology,large,False,False,True,False,,
NBCC,2026-06-30,2026-06-01,105.2,101.72,3.42,106060500,3822000,3.74,6327,Long Buildup,Moderate,NBCC,Infrastructure,mid,False,False,False,False,,
NESTLEIND,2026-06-30,2026-06-01,1402.9,1438.3,-2.46,12195500,-110000,-0.89,1643,Neutral,Weak,Nestle India,Consumer Goods,large,True,False,False,False,,
NHPC,2026-06-30,2026-06-01,76.23,79.05,-3.57,114752000,2112000,1.88,2250,Neutral,Weak,NHPC,Power,mid,False,False,False,False,,
NMDC,2026-06-30,2026-06-01,93.2,89.11,4.59,358202250,2301750,0.65,10829,Neutral,Weak,NMDC,Metals & Mining,mid,False,False,False,False,,
NTPC,2026-06-30,2026-06-01,381.55,391.3,-2.49,121722000,1419000,1.18,5774,Neutral,Weak,NTPC,Power,large,True,False,False,False,,
NYKAA,2026-06-30,2026-06-01,268.45,264.55,1.47,49015625,843750,1.75,2173,Neutral,Weak,FSN E-Commerce,Consumer Goods,mid,False,False,True,False,,
OBEROIRLTY,2026-06-30,2026-06-01,1647.6,1688.3,-2.41,6342000,-29750,-0.47,1415,Neutral,Weak,Oberoi Realty,Real Estate,mid,False,False,False,False,,
OFSS,2026-06-30,2026-06-01,10271.5,10033.5,2.37,1160775,-9300,-0.79,3857,Neutral,Weak,Oracle Financial Services,Information Technology,large,False,False,True,False,,
ONGC,2026-06-30,2026-06-01,265.7,268.4,-1.01,90099000,87750,0.1,3303,Neutral,Weak,ONGC,Oil & Gas,large,True,False,False,False,,
PAGEIND,2026-06-30,2026-06-01,37440.0,38140.0,-1.84,289515,2775,0.97,1496,Neutral,Weak,Page Industries,Consumer Goods,mid,False,False,True,False,,
PAYTM,2026-06-30,2026-06-01,1102.9,1132.3,-2.6,17282550,311750,1.84,3359,Neutral,Weak,One97 Communications,Financial Services,mid,False,False,True,False,,
PERSISTENT,2026-06-30,2026-06-01,5352.0,5190.7,3.11,3181300,-59900,-1.85,8564,Neutral,Weak,Persistent Systems,Information Technology,mid,False,False,False,False,,
PETRONET,2026-06-30,2026-06-01,269.75,273.4,-1.34,29054800,214700,0.74,5065,Neutral,Weak,Petronet LNG,Oil & Gas,mid,False,False,False,False,,
PFC,2026-06-30,2026-06-01,421.1,429.4,-1.93,50908000,-535600,-1.04,3354,Neutral,Weak,Power Finance Corporation,Financial Services,large,False,False,True,False,,
PIDILITIND,2026-06-30,2026-06-01,1465.8,1493.7,-1.87,6218000,-52500,-0.84,1168,Neutral,Weak,Pidilite Industries,Chemicals,large,False,False,True,False,,
PIIND,2026-06-30,2026-06-01,2706.4,2776.2,-2.51,3504725,20475,0.59,1389,Neutral,Weak,PI Industries,Chemicals,mid,False,False,False,False,,
PNB,2026-06-30,2026-06-01,104.67,107.0,-2.18,296160000,4016000,1.37,2454,Neutral,Weak,Punjab National Bank,Banking,mid,False,True,True,False,,
POLYCAB,2026-06-30,2026-06-01,9512.5,9569.5,-0.6,1747875,-3875,-0.22,1999,Neutral,Weak,Polycab India,Consumer Goods,large,False,False,False,False,,
POWERGRID,2026-06-30,2026-06-01,287.9,293.9,-2.04,79737300,-841700,-1.04,2762,Neutral,Weak,Power Grid,Power,large,True,False,False,False,,
RBLBANK,2026-06-30,2026-06-01,341.05,347.9,-1.97,64141350,-1063625,-1.63,1701,Neutral,Weak,RBL Bank,Banking,mid,False,True,False,False,,
RECLTD,2026-06-30,2026-06-01,332.15,339.65,-2.21,63611800,-78400,-0.12,3052,Neutral,Weak,REC,Financial Services,large,False,False,True,False,,
RELIANCE,2026-06-30,2026-06-01,1324.8,1329.9,-0.38,113476000,266000,0.23,14275,Neutral,Weak,Reliance Industries,Oil & Gas,large,True,False,False,False,,
SAIL,2026-06-30,2026-06-01,205.51,206.58,-0.52,174304200,-615700,-0.35,1992,Neutral,Weak,Steel Authority of India,Metals & Mining,mid,False,False,True,False,,
SBICARD,2026-06-30,2026-06-01,591.5,602.0,-1.74,26696800,857600,3.32,5148,Short Buildup,Moderate,SBI Cards,Financial Services,large,False,False,False,False,,
SBILIFE,2026-06-30,2026-06-01,1821.8,1847.2,-1.38,7923000,-30750,-0.39,2275,Neutral,Weak,SBI Life Insurance,Financial Services,large,True,False,False,False,,
SBIN,2026-06-30,2026-06-01,959.6,973.3,-1.41,93128250,-390750,-0.42,11349,Neutral,Weak,State Bank of India,Banking,large,True,True,False,False,,
SHREECEM,2026-06-30,2026-06-01,24500.0,24740.0,-0.97,413750,10100,2.5,1637,Short Buildup,Moderate,Shree Cement,Cement,large,False,False,False,False,,
SHRIRAMFIN,2026-06-30,2026-06-01,926.65,956.3,-3.1,38734575,-833250,-2.11,6194,Long Unwinding,Moderate,Shriram Finance,Financial Services,large,True,False,False,False,,
SIEMENS,2026-06-30,2026-06-01,3712.4,3804.9,-2.43,3055500,85575,2.88,4244,Short Buildup,Moderate,Siemens,Infrastructure,large,False,False,True,False,,
SONACOMS,2026-06-30,2026-06-01,600.45,613.5,-2.13,15499925,-554925,-3.46,1802,Long Unwinding,Moderate,Sona BLW Precision,Automobile,mid,False,False,False,False,,
SRF,2026-06-30,2026-06-01,2704.2,2723.7,-0.72,3084600,-20800,-0.67,1633,Neutral,Weak,SRF,Chemicals,mid,False,False,False,False,,
SUNPHARMA,2026-06-30,2026-06-01,1806.9,1819.3,-0.68,23462950,-268100,-1.13,4879,Neutral,Weak,Sun Pharmaceutical,Pharmaceuticals,large,True,False,False,False,,
TATACONSUM,2026-06-30,2026-06-01,1152.5,1192.2,-3.33,16712300,626450,3.89,2902,Short Buildup,Moderate,Tata Consumer Products,Consumer Goods,large,True,False,True,False,,
TATAELXSI,2026-06-30,2026-06-01,4264.5,4271.0,-0.15,1705500,-10900,-0.64,2213,Neutral,Weak,Tata Elxsi,Information Technology,mid,False,False,True,False,,
TATASTEEL,2026-06-30,2026-06-01,207.88,206.48,0.68,170384500,-2062500,-1.2,6554,Neutral,Weak,Tata Steel,Metals & Mining,large,True,False,False,False,,
TCS,2026-06-30,2026-06-01,2316.1,2281.1,1.53,40682950,581000,1.45,28816,Neutral,Weak,Tata Consultancy Services,Information Technology,large,True,False,False,False,,
TECHM,2026-06-30,2026-06-01,1547.0,1483.3,4.29,22089600,2389200,12.13,9773,Long Buildup,Strong,Tech Mahindra,Information Technology,large,True,False,False,False,,
TIINDIA,2026-06-30,2026-06-01,3071.2,3180.4,-3.43,2268400,-20400,-0.89,971,Neutral,Weak,Tube Investments,Automobile,mid,False,False,False,False,,
TITAN,2026-06-30,2026-06-01,4050.2,4109.6,-1.45,6880125,-56525,-0.81,2939,Neutral,Weak,Titan Company,Consumer Goods,large,True,False,False,False,,
TMPV,2026-06-30,2026-06-01,385.1,395.5,-2.63,65253600,570400,0.88,11783,Neutral,Weak,Tata Motors Passenger Vehicles,Automobile and Auto Components,large,True,False,False,False,,
TORNTPHARM,2026-06-30,2026-06-01,4380.1,4461.4,-1.82,2994625,250,0.01,2248,Neutral,Weak,Torrent Pharmaceuticals,Pharmaceuticals,mid,False,False,False,False,,
TRENT,2026-06-30,2026-06-01,4133.7,4265.0,-3.08,6236100,34700,0.56,6746,Neutral,Weak,Trent,Consumer Services,large,True,False,False,False,,
TVSMOTOR,2026-06-30,2026-06-01,3371.5,3396.4,-0.73,10665725,186200,1.78,5879,Neutral,Weak,TVS Motor Company,Automobile,large,False,False,True,False,,
ULTRACEMCO,2026-06-30,2026-06-01,11323.0,11615.0,-2.51,2370500,10850,0.46,3462,Neutral,Weak,UltraTech Cement,Cement,large,True,False,False,False,,
UNIONBANK,2026-06-30,2026-06-01,163.97,169.88,-3.48,123678750,495600,0.4,2648,Neutral,Weak,Union Bank of India,Banking,mid,False,False,False,False,,
UNOMINDA,2026-06-30,2026-06-01,1086.5,1115.9,-2.63,4641450,38500,0.84,1191,Neutral,Weak,Uno Minda,Automobile,mid,False,False,False,False,,
UPL,2026-06-30,2026-06-01,648.65,650.6,-0.3,25197580,-153115,-0.6,831,Neutral,Weak,UPL,Chemicals,large,False,False,True,False,,
VBL,2026-06-30,2026-06-01,528.35,534.1,-1.08,44386875,-172125,-0.39,2957,Neutral,Weak,Varun Beverages,Consumer Goods,large,False,False,True,False,,
VEDL,2026-06-30,2026-06-01,337.75,350.1,-3.53,48028600,2863500,6.34,13528,Short Buildup,Moderate,Vedanta,Metals & Mining,large,False,False,True,False,,
VOLTAS,2026-06-30,2026-06-01,1226.2,1243.0,-1.35,9815250,17250,0.18,3146,Neutral,Weak,Voltas,Consumer Goods,mid,False,False,False,False,,
WIPRO,2026-06-30,2026-06-01,190.63,188.9,0.92,248973000,-2343000,-0.93,16992,Neutral,Weak,Wipro,Information Technology,large,True,False,False,False,,
YESBANK,2026-06-30,2026-06-01,23.21,23.46,-1.07,1209665600,4820500,0.4,6109,Neutral,Weak,Yes Bank,Banking,mid,False,False,False,False,,
ZYDUSLIFE,2026-06-30,2026-06-01,1097.5,1091.2,0.58,10459800,-393300,-3.62,1929,Neutral,Weak,Zydus Lifesciences,Pharmaceuticals,large,False,False,False,False,,
ABCAPITAL,2026-06-30,2026-05-29,366.65,367.25,-0.16,53394400,-409200,-0.76,2205,Neutral,Weak,Aditya Birla Capital,Financial Services,mid,False,False,False,False,,
ADANIENT,2026-06-30,2026-05-29,2965.5,2996.0,-1.02,19028838,130707,0.69,9219,Neutral,Weak,Adani Enterprises,Diversified,large,True,False,False,False,,
ADANIPORTS,2026-06-30,2026-05-29,1814.1,1831.3,-0.94,20756075,413250,2.03,6112,Short Buildup,Moderate,Adani Ports,Infrastructure,large,True,False,False,False,,
ALKEM,2026-06-30,2026-05-29,5549.5,5401.5,2.74,1281625,36125,2.9,11008,Long Buildup,Moderate,Alkem Laboratories,Pharmaceuticals,mid,False,False,False,False,,
AMBUJACEM,2026-06-30,2026-05-29,450.1,460.55,-2.27,66484950,135450,0.2,5320,Neutral,Weak,Ambuja Cements,Cement,mid,False,False,True,False,,
APOLLOHOSP,2026-06-30,2026-05-29,8272.5,8340.5,-0.82,1651250,30875,1.91,4073,Neutral,Weak,Apollo Hospitals,Healthcare,large,True,False,False,False,,
ASHOKLEY,2026-06-30,2026-05-29,154.81,162.88,-4.95,181630000,13340000,7.93,17078,Short Buildup,Moderate,Ashok Leyland,Automobile,mid,False,False,False,False,,
ASIANPAINT,2026-06-30,2026-05-29,2680.6,2680.3,0.01,11641250,644250,5.86,25667,Neutral,Weak,Asian Paints,Consumer Goods,large,True,False,False,False,,
ASTRAL,2026-06-30,2026-05-29,1594.6,1603.7,-0.57,6466375,-562275,-8.0,4119,Neutral,Weak,Astral,Infrastructure,mid,False,False,False,False,,
AUBANK,2026-06-30,2026-05-29,995.1,1013.5,-1.82,26184000,1416000,5.72,4580,Short Buildup,Moderate,AU Small Finance Bank,Banking,mid,False,True,False,False,,
AUROPHARMA,2026-06-30,2026-05-29,1439.6,1445.7,-0.42,17344250,-66000,-0.38,2261,Neutral,Weak,Aurobindo Pharma,Pharmaceuticals,mid,False,False,False,False,,
AXISBANK,2026-06-30,2026-05-29,1300.2,1311.9,-0.89,58193750,100625,0.17,13426,Neutral,Weak,Axis Bank,Banking,large,True,True,False,False,,
BAJAJ-AUTO,2026-06-30,2026-05-29,10276.5,10512.0,-2.24,2540775,104625,4.29,7111,Short Buildup,Moderate,Bajaj Auto,Automobile,large,True,False,False,False,,
BAJAJFINSV,2026-06-30,2026-05-29,1801.3,1823.1,-1.2,9388250,69000,0.74,4210,Neutral,Weak,Bajaj Finserv,Financial Services,large,True,False,False,False,,
BAJFINANCE,2026-06-30,2026-05-29,913.2,931.45,-1.96,71802750,76500,0.11,30271,Neutral,Weak,Bajaj Finance,Financial Services,large,True,False,False,False,,
BANDHANBNK,2026-06-30,2026-05-29,210.91,207.11,1.83,104569200,1594800,1.55,5958,Neutral,Weak,Bandhan Bank,Banking,mid,False,True,False,False,,
BANKBARODA,2026-06-30,2026-05-29,271.0,273.35,-0.86,118289925,-26325,-0.02,4633,Neutral,Weak,Bank of Baroda,Banking,mid,False,False,True,False,,
BEL,2026-06-30,2026-05-29,415.45,422.75,-1.73,108948375,3184875,3.01,9578,Short Buildup,Moderate,Bharat Electronics,Capital Goods,large,True,False,False,False,,
BHARTIARTL,2026-06-30,2026-05-29,1845.0,1867.7,-1.22,57769500,-975650,-1.66,36349,Neutral,Weak,Bharti Airtel,Telecom,large,True,False,False,False,,
BHEL,2026-06-30,2026-05-29,420.35,426.4,-1.42,116781000,-3451875,-2.87,6222,Long Unwinding,Moderate,BHEL,Infrastructure,mid,False,False,True,False,,
BIOCON,2026-06-30,2026-05-29,433.5,435.95,-0.56,40612500,587500,1.47,2440,Neutral,Weak,Biocon,Pharmaceuticals,mid,False,False,False,False,,
BOSCHLTD,2026-06-30,2026-05-29,37105.0,36310.0,2.19,346525,3575,1.04,7338,Neutral,Weak,Bosch,Automobile,mid,False,False,True,False,,
BPCL,2026-06-30,2026-05-29,301.25,309.7,-2.73,46926000,-69125,-0.15,4425,Neutral,Weak,BPCL,Oil & Gas,large,False,False,False,False,,
BRITANNIA,2026-06-30,2026-05-29,5265.0,5370.5,-1.96,2463125,23625,0.97,6799,Neutral,Weak,Britannia Industries,Consumer Goods,large,False,False,False,False,,
CAMS,2026-06-30,2026-05-29,795.15,790.95,0.53,5838000,266250,4.78,2832,Neutral,Weak,CAMS,Financial Services,mid,False,False,False,False,,
CANBK,2026-06-30,2026-05-29,132.44,135.32,-2.13,252342000,15741000,6.65,6175,Short Buildup,Moderate,Canara Bank,Banking,mid,False,False,True,False,,
CHOLAFIN,2026-06-30,2026-05-29,1553.3,1591.9,-2.42,15355000,159375,1.05,2648,Neutral,Weak,Cholamandalam Finance,Financial Services,mid,False,False,True,False,,
CIPLA,2026-06-30,2026-05-29,1404.0,1417.2,-0.93,14542125,1230750,9.25,11142,Short Buildup,Moderate,Cipla,Pharmaceuticals,large,True,False,False,False,,
COALINDIA,2026-06-30,2026-05-29,462.15,458.35,0.83,68088600,-16826400,-19.82,62776,Short Covering,Moderate,Coal India,Metals & Mining,large,True,False,False,False,,
COFORGE,2026-06-30,2026-05-29,1435.1,1398.8,2.6,15202500,284625,1.91,11226,Neutral,Weak,Coforge,Information Technology,mid,False,False,False,False,,
COLPAL,2026-06-30,2026-05-29,2061.6,2077.8,-0.78,4836600,69075,1.45,3819,Neutral,Weak,Colgate Palmolive,Consumer Goods,mid,False,False,True,False,,
CONCOR,2026-06-30,2026-05-29,467.85,473.8,-1.26,23262500,-202500,-0.86,2801,Neutral,Weak,Container Corporation,Infrastructure,mid,False,False,False,False,,
CROMPTON,2026-06-30,2026-05-29,285.35,290.75,-1.86,52770600,-201600,-0.38,3020,Neutral,Weak,Crompton Greaves Consumer,Consumer Goods,mid,False,False,False,False,,
CUMMINSIND,2026-06-30,2026-05-29,5947.0,6062.0,-1.9,3341400,-97800,-2.84,10826,Long Unwinding,Moderate,Cummins India,Infrastructure,mid,False,False,False,False,,
DABUR,2026-06-30,2026-05-29,447.65,447.7,-0.01,19662500,-1450000,-6.87,4191,Neutral,Weak,Dabur India,Consumer Goods,mid,False,False,True,False,,
DALBHARAT,2026-06-30,2026-05-29,1764.7,1799.4,-1.93,3545425,30875,0.88,930,Neutral,Weak,Dalmia Bharat,Cement,mid,False,False,False,False,,
DELHIVERY,2026-06-30,2026-05-29,457.4,463.3,-1.27,29087350,292575,1.02,1176,Neutral,Weak,Delhivery,Infrastructure,mid,False,False,False,False,,
DIVISLAB,2026-06-30,2026-05-29,6747.0,6851.0,-1.52,2349500,140100,6.34,4120,Short Buildup,Moderate,Divis Laboratories,Pharmaceuticals,large,False,False,False,False,,
DLF,2026-06-30,2026-05-29,596.65,598.5,-0.31,41180700,-160875,-0.39,10851,Neutral,Weak,DLF,Real Estate,large,False,False,False,False,,
DRREDDY,2026-06-30,2026-05-29,1314.2,1323.7,-0.72,16740625,-456250,-2.65,3785,Neutral,Weak,Dr Reddys Laboratories,Pharmaceuticals,large,True,False,False,False,,
EICHERMOT,2026-06-30,2026-05-29,7264.0,7480.5,-2.89,3280800,151300,4.83,9516,Short Buildup,Moderate,Eicher Motors,Automobile,large,True,False,False,False,,
ETERNAL,2026-06-30,2026-05-29,253.4,258.52,-1.98,203142250,6763325,3.44,10710,Short Buildup,Moderate,Eternal,Consumer Services,large,True,False,False,False,,
EXIDEIND,2026-06-30,2026-05-29,391.3,397.55,-1.57,25839000,-432000,-1.64,3322,Neutral,Weak,Exide Industries,Automobile,mid,False,False,False,False,,
FEDERALBNK,2026-06-30,2026-05-29,288.7,290.45,-0.6,112212500,31067500,38.29,34565,Neutral,Weak,Federal Bank,Banking,mid,False,True,False,False,,
FORTIS,2026-06-30,2026-05-29,939.55,968.85,-3.02,9557300,392925,4.29,2859,Short Buildup,Moderate,Fortis Healthcare,Healthcare,mid,False,False,False,False,,
GAIL,2026-06-30,2026-05-29,166.35,170.14,-2.23,77077350,1219050,1.61,3701,Neutral,Weak,GAIL,Oil & Gas,large,False,False,True,False,,
GODREJCP,2026-06-30,2026-05-29,1040.1,1051.2,-1.06,11170500,-107000,-0.95,3290,Neutral,Weak,Godrej Consumer Products,Consumer Goods,mid,False,False,True,False,,
GODREJPROP,2026-06-30,2026-05-29,1784.9,1803.8,-1.05,7701650,-2750,-0.04,8526,Neutral,Weak,Godrej Properties,Real Estate,mid,False,False,False,False,,
GRASIM,2026-06-30,2026-05-29,3157.4,3195.0,-1.18,14608250,265250,1.85,5273,Neutral,Weak,Grasim Industries,Diversified,large,True,False,False,False,,
HAL,2026-06-30,2026-05-29,4349.0,4443.7,-2.13,6225450,-169950,-2.66,14712,Long Unwinding,Moderate,Hindustan Aeronautics,Defence,large,False,False,False,False,,
HAVELLS,2026-06-30,2026-05-29,1190.5,1221.6,-2.55,9676000,-102000,-1.04,5924,Neutral,Weak,Havells India,Consumer Goods,large,False,False,True,False,,
HCLTECH,2026-06-30,2026-05-29,1174.9,1156.6,1.58,39912250,789600,2.02,19273,Long Buildup,Moderate,HCL Technologies,Information Technology,large,True,False,False,False,,
HDFCAMC,2026-06-30,2026-05-29,2705.6,2736.8,-1.14,6601500,-29100,-0.44,4351,Neutral,Weak,HDFC AMC,Financial Services,large,False,False,True,False,,
HDFCBANK,2026-06-30,2026-05-29,741.0,752.65,-1.55,356812500,22135850,6.61,108950,Short Buildup,Moderate,HDFC Bank,Banking,large,True,True,False,False,,
HDFCLIFE,2026-06-30,2026-05-29,598.8,612.6,-2.25,49293200,-561000,-1.13,5437,Neutral,Weak,HDFC Life,Financial Services,large,True,False,False,False,,
HEROMOTOCO,2026-06-30,2026-05-29,4960.5,5112.0,-2.96,3921450,191400,5.13,8316,Short Buildup,Moderate,Hero MotoCorp,Automobile,large,False,False,False,False,,
HINDALCO,2026-06-30,2026-05-29,1140.1,1158.2,-1.56,30680300,-593600,-1.9,11079,Neutral,Weak,Hindalco Industries,Metals & Mining,large,True,False,False,False,,
HINDUNILVR,2026-06-30,2026-05-29,2156.5,2190.0,-1.53,14532000,-805200,-5.25,28021,Long Unwinding,Moderate,Hindustan Unilever,Consumer Goods,large,True,False,False,False,,
ICICIBANK,2026-06-30,2026-05-29,1270.0,1283.0,-1.01,160246800,5276600,3.4,29967,Short Buildup,Moderate,ICICI Bank,Banking,large,True,True,False,False,,
ICICIGI,2026-06-30,2026-05-29,1814.2,1854.7,-2.18,4402450,29250,0.67,4005,Neutral,Weak,ICICI Lombard,Financial Services,large,False,False,True,False,,
ICICIPRULI,2026-06-30,2026-05-29,507.45,525.6,-3.45,16631500,440300,2.72,3521,Short Buildup,Moderate,ICICI Prudential Life,Financial Services,large,False,False,False,False,,
